"image_id","camera","longitude","latitude","date","month","year","season","time_period","veg_type","human_structure","distance_human_m","water_type","distance_water_m","species","species_count","percentage_resting","percentage_standing","percentage_moving","percentage_eating","percentage_interacting","young_present","horns","image_url"
"765363","D45","34.6179","-18.9558","2014-07-24","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5349","River","250","Ground Hornbill","1","0","0","0.0625","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000808.JPG"
"765366","D45","34.6179","-18.9558","2014-07-24","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5349","River","250","Ground Hornbill","1","0","0.0909090909091","0.0909090909091","0.0909090909091","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000804.JPG"
"765367","D45","34.6179","-18.9558","2014-07-24","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5349","River","250","Ground Hornbill","1","0.0714285714286","0.0714285714286","0.0714285714286","0","0","true","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000803.JPG"
"765370","D45","34.6179","-18.9558","2014-07-24","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5349","River","250","Ground Hornbill","1","0.047619047619","0.047619047619","0.047619047619","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000800.JPG"
"765377","D45","34.6179","-18.9558","2014-07-23","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5349","River","250","Bushpig","1","0","0.047619047619","0.047619047619","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000797.JPG"
"765378","D45","34.6179","-18.9558","2014-07-23","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5349","River","250","Bushpig","1","0","0.0526315789474","0.0526315789474","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000796.JPG"
"765397","D23","34.6172","-18.9591","2014-07-23","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Bushbuck","1","0","0.111111111111","0.111111111111","0.111111111111","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000335.JPG"
"765404","D25","34.6167","-18.9589","2014-07-26","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5343","River","89","Human","1","0","0.05","0.05","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D25_Season%202_Set%201_EK000077.JPG"
"765405","D25","34.6167","-18.9589","2014-07-26","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5343","River","89","Mongoose","1","0","0.0625","0.0625","0.0625","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D25_Season%202_Set%201_EK000104.JPG"
"765416","D45","34.6179","-18.9558","2014-07-25","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5349","River","250","Genet","1","0","0.0714285714286","0.0714285714286","0.0714285714286","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000837.JPG"
"765418","D45","34.6179","-18.9558","2014-07-25","Jul","2014","Dry Jul-Sep","Night 1736-0556","Limestone Gorge","School","5349","River","250","Genet","1","0.2","0","0.2","0.2","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000835.JPG"
"765421","D45","34.6179","-18.9558","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5349","River","250","Duiker","1","0","0.0526315789474","0.0526315789474","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D45_Season%202_Set%201_EK000827.JPG"
"765423","D22","34.619","-18.9585","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5530","River","68","Human","1","0","0.0588235294118","0","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D22_Season%202_Set%201_EK000031.JPG"
"765425","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Duiker","1","0","0.0714285714286","0.0714285714286","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000347.JPG"
"765428","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","1","0","0.25","0.25","0.25","0.25","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000356.JPG"
"765433","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","1","0","0.0769230769231","0.0769230769231","0","0","true","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000354.JPG"
"765435","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","1","0.0555555555556","0.0555555555556","0.0555555555556","0.0555555555556","0","true","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000353.JPG"
"765436","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","2","0","0.333333333333","0.333333333333","0","0","false","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000352.JPG"
"765437","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","1","0","0.05","0.05","0.05","0.05","true","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000351.JPG"
"765440","D23","34.6172","-18.9591","2014-07-25","Jul","2014","Dry Jul-Sep","Day 0623-1709","Limestone Gorge","School","5385","River","81","Warthog","1","0","0.05","0.05","0.05","0.05","true","0","http://zooniverse-export.s3-website-us-east-1.amazonaws.com/21484_1000_D23_Season%202_Set%201_EK000349.JPG"
